,Unnamed: 0,lesson_name,question_name,answer_choice_1,answer_choice_2,answer_choice_3,answer_choice_4,correct_answer,image_path,image_has_labels_to_guess,caption,blip_2_generated_answers,mapped_predictions
2931,2931,flow of energy,How many organisms consume dead leaves?,4,3,1,2,2,../Dataset/test/question_images/food_chains_webs_6051.png,No,a diagram of a food web with different types of food,a,4
2932,2932,flow of energy,"In the diagram, what eats alligator lizard?",Robin,Cooper's hawk,Earthworm,Fox,Fox,../Dataset/test/question_images/food_chains_webs_6051.png,No,a diagram of a food web with different types of food,b,Cooper's hawk
2933,2933,flow of energy,Which of the following does the alligator lizard not consume?,Insect Larvae,Millipede,Fox,Earthworm,Fox,../Dataset/test/question_images/food_chains_webs_6051.png,No,a diagram of a food web with different types of food,c,Fox
2934,2934,flow of energy,Which one eats the octopus?,seagull,minnow,oyster,seal,seal,../Dataset/test/question_images/food_chains_webs_6052.png,No,"arafed image of a fish life cycle with a seagull, octopus, seaweed",d,seal
2935,2935,flow of energy,What consumes the starfish?,minnow,oyster,seaweed,seagull,seagull,../Dataset/test/question_images/food_chains_webs_6052.png,No,"arafed image of a fish life cycle with a seagull, octopus, seaweed",d,seagull
2936,2936,flow of energy,Which of the following animal consumes octopus?,Minnow,Seal,Oyster,Seagull,Seal,../Dataset/test/question_images/food_chains_webs_6052.png,No,"arafed image of a fish life cycle with a seagull, octopus, seaweed",b,Seal
2937,2937,flow of energy,How many birds are there?,4,3,1,5,1,../Dataset/test/question_images/food_chains_webs_6052.png,No,"arafed image of a fish life cycle with a seagull, octopus, seaweed",c,1
2938,2938,flow of energy,How many sea creatures are found in the diagram?,5,6,4,7,7,../Dataset/test/question_images/food_chains_webs_6052.png,No,"arafed image of a fish life cycle with a seagull, octopus, seaweed",d,7
2939,2939,flow of energy,What does the seal eat?,seaweed,starfish,"octopus, fish",minnow,"octopus, fish",../Dataset/test/question_images/food_chains_webs_6052.png,No,"arafed image of a fish life cycle with a seagull, octopus, seaweed",c,"octopus, fish"
2940,2940,flow of energy,Which creature do both the seal and the seagull eat in the diagram?,Minnow,Seaweed,Fish,Oyster,Fish,../Dataset/test/question_images/food_chains_webs_6052.png,No,"arafed image of a fish life cycle with a seagull, octopus, seaweed",c,Fish
2941,2941,flow of energy,Which of these is a predator to insects?,Grass,Sparrows,Hawks,Foxes,Sparrows,../Dataset/test/question_images/food_chains_webs_6053.png,No,a black and white image of a diagram of the four arrows,c,Hawks
2942,2942,flow of energy,Which organism is the highest on the food chain?,Grass,Hawks,Sparrows,Insects,Hawks,../Dataset/test/question_images/food_chains_webs_6053.png,No,a black and white image of a diagram of the four arrows,b,Hawks
2943,2943,flow of energy,How many categories feed upon sparrows?,3,1,4,2,1,../Dataset/test/question_images/food_chains_webs_6053.png,No,a black and white image of a diagram of the four arrows,a,3
2944,2944,flow of energy,How many organisms consume the plant?,2,4,3,1,1,../Dataset/test/question_images/food_chains_webs_6053.png,No,a black and white image of a diagram of the four arrows,c,3
2945,2945,flow of energy,"In the diagram, what eats sparrows?",Grass,Hawks,Grasshoppers,Insects,Hawks,../Dataset/test/question_images/food_chains_webs_6053.png,No,a black and white image of a diagram of the four arrows,b,Hawks
2946,2946,flow of energy,What will happen to the sparrows population if the hawks population increases?,It will decrease a little,It will increase rapidly,It will become extinct,Nothing will happen,It will become extinct,../Dataset/test/question_images/food_chains_webs_6053.png,No,a black and white image of a diagram of the four arrows,a,It will decrease a little
2947,2947,flow of energy,What kind of mammal is the orca?,Zooplankton,Carnivore,Omnivore,Phytoplankton,Carnivore,../Dataset/test/question_images/food_chains_webs_6054.png,No,a close up of a diagram of different types of fish,b,Carnivore
2948,2948,flow of energy,"In this example of a food chain, what role does the whale represent?",Secondary consumer,Primary consumer,Tertiary consumer,Producer,Tertiary consumer,../Dataset/test/question_images/food_chains_webs_6054.png,No,a close up of a diagram of different types of fish,a,Secondary consumer
2949,2949,flow of energy,What does the zooplankton eat?,Carnivore,People,Phytoplankton,Omnivore,Phytoplankton,../Dataset/test/question_images/food_chains_webs_6054.png,No,a close up of a diagram of different types of fish,c,Phytoplankton
2950,2950,flow of energy,What consumes phytoplankton in the diagram?,whale,carnivore,fish,zooplankton,zooplankton,../Dataset/test/question_images/food_chains_webs_6054.png,No,a close up of a diagram of different types of fish,d,zooplankton
2951,2951,flow of energy,Which of the animals in the food chain shown is a tertiary consumer?,small fish,zooplankton,phytoplankton,orca,orca,../Dataset/test/question_images/food_chains_webs_6054.png,No,a close up of a diagram of different types of fish,d,orca
2952,2952,flow of energy,How many consumers are depicted in this food chain?,5,3,4,1,4,../Dataset/test/question_images/food_chains_webs_6054.png,No,a close up of a diagram of different types of fish,c,4
2953,2953,flow of energy,What eats phytoplankton?,zooplankton,killer whale,shark,trout,zooplankton,../Dataset/test/question_images/food_chains_webs_6054.png,No,a close up of a diagram of different types of fish,a,zooplankton
2954,2954,flow of energy,Why do planktons play an important role in the ocean?,because they are producers and provide food for other species,because they do not consume other species,because they help to clean sea water from dangerous toxin for other animals,because they provide nutrition for seaweed,because they are producers and provide food for other species,../Dataset/test/question_images/food_chains_webs_6054.png,No,a close up of a diagram of different types of fish,a,because they are producers and provide food for other species
2955,2955,flow of energy,What kind of animal is the snake in the diagram?,Herbivore,Carnivore,Omnivore,Plant,Carnivore,../Dataset/test/question_images/food_chains_webs_6055.png,No,a close up of a diagram of a variety of animals,b,Carnivore
2956,2956,flow of energy,Which animal is the primary consumer in this diagram?,Grasshopper,Snake,Bird,Mouse,Grasshopper,../Dataset/test/question_images/food_chains_webs_6055.png,No,a close up of a diagram of a variety of animals,a,Grasshopper
2957,2957,flow of energy,What is the lowest form of food on the food chain?,snake,herbivore,plants,carnivore,plants,../Dataset/test/question_images/food_chains_webs_6055.png,No,a close up of a diagram of a variety of animals,c,plants
2958,2958,flow of energy,How many types of carnivores do you see in the diagram?,3,4,2,1,3,../Dataset/test/question_images/food_chains_webs_6055.png,No,a close up of a diagram of a variety of animals,a,3
2959,2959,flow of energy,How many producers are shown in the diagram?,2,4,1,3,1,../Dataset/test/question_images/food_chains_webs_6055.png,No,a close up of a diagram of a variety of animals,d,3
2960,2960,flow of energy,"In the diagram, what eats snakes?",Hawks,Plant,Mice,Insect,Hawks,../Dataset/test/question_images/food_chains_webs_6055.png,No,a close up of a diagram of a variety of animals,a,Hawks
2961,2961,flow of energy,What happens if the hawk dies out?,Mouse population increases.,Plant population increases.,Snake population increases.,Grasshopper population increases.,Snake population increases.,../Dataset/test/question_images/food_chains_webs_6055.png,No,a close up of a diagram of a variety of animals,a,Mouse population increases.
2962,2962,flow of energy,What does Menhaden eat?,Blue Crab,Soft-Shell Clam,Algae,Plankton,Plankton,../Dataset/test/question_images/food_chains_webs_6056.png,No,a diagram of the life cycle of a fish,d,Plankton
2963,2963,flow of energy,Identify the two producers in the diagram,"Plankton, Algea",Clam,small fish,Horshoe Crab Eggs,"Plankton, Algea",../Dataset/test/question_images/food_chains_webs_6056.png,No,a diagram of the life cycle of a fish,a,"Plankton, Algea"
2964,2964,flow of energy,What represents the bottom(s) of this food chain?,plankton,Plankton and Algae,Horseshoe crab,Algae,Plankton and Algae,../Dataset/test/question_images/food_chains_webs_6056.png,No,a diagram of the life cycle of a fish,a,plankton
2965,2965,flow of energy,Which animal will eat Menhaden?,Horseshoe Crab and Eggs,Plankton,Striped Bass,Blue Crab,Striped Bass,../Dataset/test/question_images/food_chains_webs_6056.png,No,a diagram of the life cycle of a fish,c,Striped Bass
2966,2966,flow of energy,"If Plankton production was reduced, what would happen to the Menhaden population?",It would increase,It would decrease,It would remain unchanged,There is not enough information to tell,It would decrease,../Dataset/test/question_images/food_chains_webs_6056.png,No,a diagram of the life cycle of a fish,b.,It would decrease
2967,2967,flow of energy,"In the diagram, what is eaten by the Menhaden?",Horseshoe Crab,Plankton,Blue Crab,Soft-Shell Clan,Plankton,../Dataset/test/question_images/food_chains_webs_6056.png,No,a diagram of the life cycle of a fish,b,Plankton
2968,2968,flow of energy,What consumes rabbit in the diagram?,hawk,wolf,deer,squirrel,wolf,../Dataset/test/question_images/food_chains_webs_6057.png,No,a diagram of a circular cycle with arrows pointing in different directions,a,hawk
2969,2969,flow of energy,Which of the following are consumed by hawks?,Squirrels,Snakes,Frogs,Caterpillars,Squirrels,../Dataset/test/question_images/food_chains_webs_6057.png,No,a diagram of a circular cycle with arrows pointing in different directions,d,Caterpillars
2970,2970,flow of energy,How many amphibians are shown in this diagram?,3,1,2,4,1,../Dataset/test/question_images/food_chains_webs_6057.png,No,a diagram of a circular cycle with arrows pointing in different directions,a,3
2971,2971,flow of energy,How many of the living organisms in this diagram are producers?,9,3,6,1,3,../Dataset/test/question_images/food_chains_webs_6057.png,No,a diagram of a circular cycle with arrows pointing in different directions,c,6
2972,2972,flow of energy,"If the frog population dies out, which of these is affected?",rosebushes,deer,wolves,snakes,snakes,../Dataset/test/question_images/food_chains_webs_6057.png,No,a diagram of a circular cycle with arrows pointing in different directions,d,snakes
2973,2973,flow of energy,Which option would happen if the rabbit population increased?,The oak tree population would increase.,The squirrel population would increase.,The rosebush population would increase.,The wolf population would increase.,The wolf population would increase.,../Dataset/test/question_images/food_chains_webs_6057.png,No,a diagram of a circular cycle with arrows pointing in different directions,d,The wolf population would increase.
2974,2974,flow of energy,What does Thrush eat?,Rabbit,Mouse,Grasshopper,Butterfly,Grasshopper,../Dataset/test/question_images/food_chains_webs_6058.png,No,a diagram of the life cycle of a frog and other animals,c,Grasshopper
2975,2975,flow of energy,What animal is eaten by Thrush?,Mouse,Grasshopper,Owl,Rabbit,Grasshopper,../Dataset/test/question_images/food_chains_webs_6058.png,No,a diagram of the life cycle of a frog and other animals,b,Grasshopper
2976,2976,flow of energy,What is the food for a frog?,mouse,butterfly,Owl,rabbit,butterfly,../Dataset/test/question_images/food_chains_webs_6058.png,No,a diagram of the life cycle of a frog and other animals,a,mouse
2977,2977,flow of energy,Which animal consumes the frog?,Thrush,Rabbit,Mouse,Fox,Fox,../Dataset/test/question_images/food_chains_webs_6058.png,No,a diagram of the life cycle of a frog and other animals,d,Fox
2978,2978,flow of energy,How many animals present in the diagram can fly?,3,6,5,4,3,../Dataset/test/question_images/food_chains_webs_6058.png,No,a diagram of the life cycle of a frog and other animals,a,3
2979,2979,flow of energy,How many producers are shown in the diagram?,3,1,4,2,1,../Dataset/test/question_images/food_chains_webs_6058.png,No,a diagram of the life cycle of a frog and other animals,a,3
2980,2980,flow of energy,"In the diagram, what eats grasshopper?",Owl,Mouse,Rabbit,Thrush,Thrush,../Dataset/test/question_images/food_chains_webs_6058.png,No,a diagram of the life cycle of a frog and other animals,a,Owl
2981,2981,flow of energy,What will happen to the grasshopper population if the thrush population decreases?,Decrease slightly,It will increase,It will remain the same,It will decrease,It will increase,../Dataset/test/question_images/food_chains_webs_6058.png,No,a diagram of the life cycle of a frog and other animals,b,It will increase
2982,2982,flow of energy,Which organism is a producer?,spider,aphid,oriole,rosebush,rosebush,../Dataset/test/question_images/food_chains_webs_6059.png,No,a black and white image of a bird and a plant,d,rosebush
2983,2983,flow of energy,Which one eats the spider?,oriole,rosebush,beetle,aphid,oriole,../Dataset/test/question_images/food_chains_webs_6059.png,No,a black and white image of a bird and a plant,a,oriole
2984,2984,flow of energy,What consumes spider in the diagram?,rosebush,oriole,aphid,beetle,oriole,../Dataset/test/question_images/food_chains_webs_6059.png,No,a black and white image of a bird and a plant,b,oriole
2985,2985,flow of energy,Which of the following are consumed by spiders?,Aphids,Rosebushes,Orioles,Beetles,Beetles,../Dataset/test/question_images/food_chains_webs_6059.png,No,a black and white image of a bird and a plant,a,Aphids
2986,2986,flow of energy,How many animals are primary consumers?,2,3,5,1,1,../Dataset/test/question_images/food_chains_webs_6059.png,No,a black and white image of a bird and a plant,a,2
2987,2987,flow of energy,How many organisms in the diagram does the oriole eat?,4,3,2,5,3,../Dataset/test/question_images/food_chains_webs_6059.png,No,a black and white image of a bird and a plant,a,4
2988,2988,flow of energy,Which one eats rosebush?,oriole,aphid,spider,beetle,aphid,../Dataset/test/question_images/food_chains_webs_6059.png,No,a black and white image of a bird and a plant,a,oriole
2989,2989,flow of energy,Who are the producers of the diagram?,Blue Crab,Clam,Dinoflagellates and Widgeon Grass,Striped Bass,Dinoflagellates and Widgeon Grass,../Dataset/test/question_images/food_chains_webs_6061.png,No,a diagram of the life cycle of a fish,c,Dinoflagellates and Widgeon Grass
2990,2990,flow of energy,Which animal consumes the clam?,menhaden,striped bass,copepod,blue crab,blue crab,../Dataset/test/question_images/food_chains_webs_6061.png,No,a diagram of the life cycle of a fish,d,blue crab
2991,2991,flow of energy,Which one eats the menhaden?,blue crab,striped bass,croaker,copepods,striped bass,../Dataset/test/question_images/food_chains_webs_6061.png,No,a diagram of the life cycle of a fish,b,striped bass
2992,2992,flow of energy,The Striped Bass does NOT consume which organism?,Croakers,Clams,Copepods,Menhadens,Clams,../Dataset/test/question_images/food_chains_webs_6061.png,No,a diagram of the life cycle of a fish,d,Menhadens
2993,2993,flow of energy,Which of the following animals consume the clam?,blue crab,croaker,striped bass,copepods,blue crab,../Dataset/test/question_images/food_chains_webs_6061.png,No,a diagram of the life cycle of a fish,a,blue crab
2994,2994,flow of energy,How many animals eat copepods?,4,1,2,3,3,../Dataset/test/question_images/food_chains_webs_6061.png,No,a diagram of the life cycle of a fish,a,4
2995,2995,flow of energy,Which of these species does not affect the blue crab population if it dies out?,widgeon grass,clam,dinoflagellates,striped bass,striped bass,../Dataset/test/question_images/food_chains_webs_6061.png,No,a diagram of the life cycle of a fish,c,dinoflagellates
2996,2996,flow of energy,Who eats widgeon grass?,copepods,striped bass,"clam, blue crab",menhaden,"clam, blue crab",../Dataset/test/question_images/food_chains_webs_6061.png,No,a diagram of the life cycle of a fish,a,copepods
2997,2997,flow of energy,A drought causing a decrease in blueberry bushes would have a direct effect on which of these consumers?,hawk,shrew,skunk,field mouse,skunk,../Dataset/test/question_images/food_chains_webs_6062.png,No,a diagram of the wood and ecosystem,d,field mouse
2998,2998,flow of energy,Which is a primary consumer?,shrew,grasshopper,blueberry bush,sparrow,grasshopper,../Dataset/test/question_images/food_chains_webs_6062.png,No,a diagram of the wood and ecosystem,a,shrew
2999,2999,flow of energy,How many herbivores are shown in the diagram?,Two,Four,Five,Three,Three,../Dataset/test/question_images/food_chains_webs_6062.png,No,a diagram of the wood and ecosystem,d,Three
3000,3000,flow of energy,Which animal feeds on the Sparrow?,Skunk,Hawk,Grass,Great Horned Owl,Hawk,../Dataset/test/question_images/food_chains_webs_6062.png,No,a diagram of the wood and ecosystem,d,Great Horned Owl
3001,3001,flow of energy,How many organisms in the diagram eat rabbit?,3,4,1,2,1,../Dataset/test/question_images/food_chains_webs_6062.png,No,a diagram of the wood and ecosystem,a,3
3002,3002,flow of energy,"If the skunk population dies out, which of these is immediately affected?",great horned owl,rabbit,field mouse,hawk,great horned owl,../Dataset/test/question_images/food_chains_webs_6062.png,No,a diagram of the wood and ecosystem,a,great horned owl
3003,3003,flow of energy,Which of the following directly uses sunlight for energy?,Decomposer,Carbon Dioxide,Primary Consumer,Producer,Producer,../Dataset/test/question_images/food_chains_webs_6063.png,No,a diagram of a life cycle with different animals and plants,d,Producer
3004,3004,flow of energy,How is the decomposer important in this diagram?,It feeds the tertiary consumer.,It decomposes the primary consumer.,It recycles energy and gives nutrients back to the producer.,It decomposes water.,It recycles energy and gives nutrients back to the producer.,../Dataset/test/question_images/food_chains_webs_6063.png,No,a diagram of a life cycle with different animals and plants,c.,It recycles energy and gives nutrients back to the producer.
3005,3005,flow of energy,What consumes the Tertiary Consumer?,Producer,Nothing,Secondary Consumer,Decomposer,Decomposer,../Dataset/test/question_images/food_chains_webs_6063.png,No,a diagram of a life cycle with different animals and plants,d,Decomposer
3006,3006,flow of energy,What does the tertiary consumer eats?,Primary consumer,The secondary consumer,Water,Producer,The secondary consumer,../Dataset/test/question_images/food_chains_webs_6063.png,No,a diagram of a life cycle with different animals and plants,d,Producer
3007,3007,flow of energy,How many steps in the diagram are consumers?,1,4,3,2,3,../Dataset/test/question_images/food_chains_webs_6063.png,No,a diagram of a life cycle with different animals and plants,c,3
3008,3008,flow of energy,"In the diagram, what eats the secondary consumer?",Primary Consumer,Producer,Decomposer,Tertiary Consumer,Tertiary Consumer,../Dataset/test/question_images/food_chains_webs_6063.png,No,a diagram of a life cycle with different animals and plants,d,Tertiary Consumer
3009,3009,flow of energy,What happens if the decomposer is removed?,Producer cannot create food and will die.,Secondary consumer population increases.,Primary consumer population increases.,Tertiary consumer population increases.,Producer cannot create food and will die.,../Dataset/test/question_images/food_chains_webs_6063.png,No,a diagram of a life cycle with different animals and plants,a.,Producer cannot create food and will die.
3010,3010,flow of energy,Which one directly uses the Dragonfly nymph for an energy source?,Tilapia,Guppy,Water Flea,Algae,Water Flea,../Dataset/test/question_images/food_chains_webs_6064.png,No,a diagram of a fish with several different types of fish,c,Water Flea
3011,3011,flow of energy,What does the Water Flea eat?,Tilapia,Tadpole,Algae,Dragonfly Nymph,Algae,../Dataset/test/question_images/food_chains_webs_6064.png,No,a diagram of a fish with several different types of fish,d,Dragonfly Nymph
3012,3012,flow of energy,"Which plant is consumed by tadpole, guppy and water flea?",Dragon nymph,Algae,Guppy,Elodea,Algae,../Dataset/test/question_images/food_chains_webs_6064.png,No,a diagram of a fish with several different types of fish,b,Algae
3013,3013,flow of energy,How many consumers are feeding on algae in this food web?,3,1,2,6,3,../Dataset/test/question_images/food_chains_webs_6064.png,No,a diagram of a fish with several different types of fish,a,3
3014,3014,flow of energy,How many fish are shown in this diagram?,4,1,3,2,1,../Dataset/test/question_images/food_chains_webs_6064.png,No,a diagram of a fish with several different types of fish,a,4
3015,3015,flow of energy,What eats the elodea?,Algae,Tadpole,Tilapia,Guppy,Tilapia,../Dataset/test/question_images/food_chains_webs_6064.png,No,a diagram of a fish with several different types of fish,b,Tadpole
3016,3016,flow of energy,Which one eats water flea?,elodea,guppy,tadpole,tilapia,tilapia,../Dataset/test/question_images/food_chains_webs_6064.png,No,a diagram of a fish with several different types of fish,a,elodea
3017,3017,flow of energy,Which is the top species in this food web?,Octopus,Human,Shark,Seagull,Human,../Dataset/test/question_images/food_chains_webs_705.png,No,a diagram of a fish life cycle with a man fishing,c,Shark
3018,3018,flow of energy,What do limpets consume?,Starfish,Algae,Seagull,Mussels,Algae,../Dataset/test/question_images/food_chains_webs_705.png,No,a diagram of a fish life cycle with a man fishing,d,Mussels
3019,3019,flow of energy,Which of the following are consumed by starfish?,Mussels,Seagulls,Humans,Algae,Mussels,../Dataset/test/question_images/food_chains_webs_705.png,No,a diagram of a fish life cycle with a man fishing,d,Algae
3020,3020,flow of energy,How many organisms does the human eat?,1,4,3,5,4,../Dataset/test/question_images/food_chains_webs_705.png,No,a diagram of a fish life cycle with a man fishing,c,3
3021,3021,flow of energy,How many producers are in the diagram?,4,2,1,3,2,../Dataset/test/question_images/food_chains_webs_705.png,No,a diagram of a fish life cycle with a man fishing,d,3
3022,3022,flow of energy,What does the seagull eat?,octopus,"mussels, fish",human,starfish,"mussels, fish",../Dataset/test/question_images/food_chains_webs_705.png,No,a diagram of a fish life cycle with a man fishing,b,"mussels, fish"
3023,3023,flow of energy,What does tadpole eat?,insects,fish,bird,water plant,water plant,../Dataset/test/question_images/food_chains_webs_799.png,No,a diagram of a fish and its life cycle,d,water plant
3024,3024,flow of energy,What role does the fish play in the given food chain?,Primary consumer,Secondary consumer,Producer,Tertiary consumer,Secondary consumer,../Dataset/test/question_images/food_chains_webs_799.png,No,a diagram of a fish and its life cycle,d,Tertiary consumer
3025,3025,flow of energy,On what does the tadpole feed?,Fish,Birds,Water plants,Cats,Water plants,../Dataset/test/question_images/food_chains_webs_799.png,No,a diagram of a fish and its life cycle,c,Water plants
3026,3026,flow of energy,The water plant is being consumed by which animal?,Fish,Producers,Bird,Tadpole,Tadpole,../Dataset/test/question_images/food_chains_webs_799.png,No,a diagram of a fish and its life cycle,d,Tadpole
3027,3027,flow of energy,How many animals eat tadpoles?,3,2,1,4,2,../Dataset/test/question_images/food_chains_webs_799.png,No,a diagram of a fish and its life cycle,a,3
3028,3028,flow of energy,How many producers are written in the diagram?,3,2,4,1,1,../Dataset/test/question_images/food_chains_webs_799.png,No,a diagram of a fish and its life cycle,a,3
3029,3029,flow of energy,What do tadpoles feed on?,Fresh air,Birds,Fish,Water plants,Water plants,../Dataset/test/question_images/food_chains_webs_799.png,No,a diagram of a fish and its life cycle,d,Water plants
3030,3030,flow of energy,What is both a predator and a prey?,tadpole,bird,fish,water plant,fish,../Dataset/test/question_images/food_chains_webs_799.png,No,a diagram of a fish and its life cycle,a,tadpole
3031,3031,flow of energy,Which animal is the end of the chain for the deers and rabbits?,Mountain Lion,Hawk,Mouse,Snake,Mountain Lion,../Dataset/test/question_images/food_chains_webs_800.png,No,a diagram of a food cycle with animals and plants,a,Mountain Lion
3032,3032,flow of energy,What do crickets eat?,snake,grass,rabbit,frog,grass,../Dataset/test/question_images/food_chains_webs_800.png,No,a diagram of a food cycle with animals and plants,b,grass
3033,3033,flow of energy,What eats the frog?,Deer,Cricket,Mountain lion,Hawk,Hawk,../Dataset/test/question_images/food_chains_webs_800.png,No,a diagram of a food cycle with animals and plants,b,Cricket
3034,3034,flow of energy,How many animal species in the diagram feed on trees?,7,3,1,5,1,../Dataset/test/question_images/food_chains_webs_800.png,No,a diagram of a food cycle with animals and plants,a,7
3035,3035,flow of energy,How many animals in the diagram eat grass?,2,1,3,4,4,../Dataset/test/question_images/food_chains_webs_800.png,No,a diagram of a food cycle with animals and plants,a,2
3036,3036,flow of energy,"If the cricket population decreases, which of the following would be a direct result?",The frog population will decrease.,The frog population will increase.,The hawk population will decrease.,The rabbit population will increase.,The frog population will decrease.,../Dataset/test/question_images/food_chains_webs_800.png,No,a diagram of a food cycle with animals and plants,b.,The frog population will increase.
3037,3037,flow of energy,Which one is a predator of the deer?,frog,mountain lion,hawk,snake,mountain lion,../Dataset/test/question_images/food_chains_webs_800.png,No,a diagram of a food cycle with animals and plants,b,mountain lion
3038,3038,flow of energy,What animal can eat both Shrubs and Trees?,Deer,Mouse,Rabbit,Cricket,Deer,../Dataset/test/question_images/food_chains_webs_801.png,No,a diagram of the life cycle of a deer,a,Deer
3039,3039,flow of energy,What does the snake eat?,Mouse,Grass,Hawk,Deer,Mouse,../Dataset/test/question_images/food_chains_webs_801.png,No,a diagram of the life cycle of a deer,a,Mouse
3040,3040,flow of energy,On what does the hawk feed?,On rabbits,On deers,On snakes,On mountain lions,On snakes,../Dataset/test/question_images/food_chains_webs_801.png,No,a diagram of the life cycle of a deer,a,On rabbits
3041,3041,flow of energy,Which animal feeds directly of two kinds of producers in this diagram?,Mountain Lion,Mouse,Deer,Rabbit,Deer,../Dataset/test/question_images/food_chains_webs_801.png,No,a diagram of the life cycle of a deer,a,Mountain Lion
3042,3042,flow of energy,How many animals are on the chart?,4,8,9,2,9,../Dataset/test/question_images/food_chains_webs_801.png,No,a diagram of the life cycle of a deer,c,9
3043,3043,flow of energy,How many animals eat grass?,2,3,4,1,3,../Dataset/test/question_images/food_chains_webs_801.png,No,a diagram of the life cycle of a deer,c,4
3044,3044,flow of energy,"In the diagram, what eats snakes?",Deer,Mountain Lions,Rabbits,Hawks,Hawks,../Dataset/test/question_images/food_chains_webs_801.png,No,a diagram of the life cycle of a deer,d,Hawks
3045,3045,flow of energy,What does the mountain lion feed on?,Rabbit and deer,Hawk and owl,Grass,Shrubs,Rabbit and deer,../Dataset/test/question_images/food_chains_webs_801.png,No,a diagram of the life cycle of a deer,a,Rabbit and deer
3046,3046,flow of energy,Which of the following eats frogs?,grass,grasshopper,Snake,hawk,Snake,../Dataset/test/question_images/food_chains_webs_802.png,No,"a diagram of a frog, grasshopper, and frog life cycle",d,hawk
3047,3047,flow of energy,What will happen if there will be no sunlight?,it will become dark,grasshopper will increase,snake will increase,there will be no animals,there will be no animals,../Dataset/test/question_images/food_chains_webs_802.png,No,"a diagram of a frog, grasshopper, and frog life cycle",a,it will become dark
3048,3048,flow of energy,Which organism is a primary consumer?,grasshopper,frog,grass,snake,grasshopper,../Dataset/test/question_images/food_chains_webs_802.png,No,"a diagram of a frog, grasshopper, and frog life cycle",a,grasshopper
3049,3049,flow of energy,What consumes snake in the diagram?,grass,hawk,grasshopper,frog,hawk,../Dataset/test/question_images/food_chains_webs_802.png,No,"a diagram of a frog, grasshopper, and frog life cycle",b,hawk
3050,3050,flow of energy,Which organisms do frogs likely consume?,Hawks,Snakes,Grass,Grasshoppers,Grass,../Dataset/test/question_images/food_chains_webs_802.png,No,"a diagram of a frog, grasshopper, and frog life cycle",d,Grasshoppers
3051,3051,flow of energy,How many animals does a hawk eat?,3,2,1,4,2,../Dataset/test/question_images/food_chains_webs_802.png,No,"a diagram of a frog, grasshopper, and frog life cycle",a,3
3052,3052,flow of energy,How many animals eat grass in the food web?,1,3,4,2,1,../Dataset/test/question_images/food_chains_webs_802.png,No,"a diagram of a frog, grasshopper, and frog life cycle",c,4
3053,3053,flow of energy,"If the snake population decreases, what happens with the frog population?",Decreases,Slightly decreases,Increases,Nothing,Increases,../Dataset/test/question_images/food_chains_webs_802.png,No,"a diagram of a frog, grasshopper, and frog life cycle",c,Increases
3054,3054,flow of energy,Which one eats snakes?,grass,hawk,grasshopper,frog,hawk,../Dataset/test/question_images/food_chains_webs_802.png,No,"a diagram of a frog, grasshopper, and frog life cycle",b,hawk
3055,3055,flow of energy,Identify which of the following does not eat grains.,Grasshoppers,Birds,Rabbits,Mice,Rabbits,../Dataset/test/question_images/food_chains_webs_804.png,No,"a diagram of a bird, rabbit, and grasshoppers life cycle",a,Grasshoppers
3056,3056,flow of energy,Which of the following are consumed by owls?,Birds,Mice,Grasses,Foxes,Mice,../Dataset/test/question_images/food_chains_webs_804.png,No,"a diagram of a bird, rabbit, and grasshoppers life cycle",b,Mice
3057,3057,flow of energy,Which primary consumer consumes both grass and grains?,Mice,Rabbit,Grasshopper,Foxes,Grasshopper,../Dataset/test/question_images/food_chains_webs_804.png,No,"a diagram of a bird, rabbit, and grasshoppers life cycle",b,Rabbit
3058,3058,flow of energy,How many herbivores are shown in food web?,3,1,2,4,3,../Dataset/test/question_images/food_chains_webs_804.png,No,"a diagram of a bird, rabbit, and grasshoppers life cycle",a,3
3059,3059,flow of energy,How many organisms are eaten by grasshoppers?,4,2,1,3,2,../Dataset/test/question_images/food_chains_webs_804.png,No,"a diagram of a bird, rabbit, and grasshoppers life cycle",d,3
3060,3060,flow of energy,Which one eats birds?,rabbits,owls,mice,foxes,foxes,../Dataset/test/question_images/food_chains_webs_804.png,No,"a diagram of a bird, rabbit, and grasshoppers life cycle",b,owls
3061,3061,flow of energy,What does the mice feed on?,shrubs,trees,beetles,crickets,shrubs,../Dataset/test/question_images/food_chains_webs_805.png,No,a diagram of a wildlife life cycle with animals and other things,d,crickets
3062,3062,flow of energy,Identify the animal that consumes the mice,rabbit,deer,"hawks, snakes",mountain lion,"hawks, snakes",../Dataset/test/question_images/food_chains_webs_805.png,No,a diagram of a wildlife life cycle with animals and other things,c,"hawks, snakes"
3063,3063,flow of energy,Which organism would die if grass was eliminated?,Rabbits,Snakes,Mice,Crickets,Crickets,../Dataset/test/question_images/food_chains_webs_805.png,No,a diagram of a wildlife life cycle with animals and other things,a,Rabbits
3064,3064,flow of energy,Deer do NOT consume which of the following:,Shrubs,Trees,Crickets,Grasses,Crickets,../Dataset/test/question_images/food_chains_webs_805.png,No,a diagram of a wildlife life cycle with animals and other things,d,Grasses
